documento|nome|contrato|ValorContrato|ContratoPlano|ValorParcela|DataVencimento
55059918848172|Rafael Novaes|CX-48257016744035857372920401108005708234|344|1|344|2018-12-07
56928188977727|Erick Cavalcanti|CX-251938053192027168465819877856211213064|5805|1|5805|2018-08-22
02664906976|Dr. Gustavo Henrique da Rocha|CX-75417729828855325146315236162249520914|37601|19|1979|2018-09-21
17788867012|Lavínia Nogueira|CX-231921710539886468134729438863771121023|13970|10|1397|2018-03-21
33124418972|Isadora Souza|CX-222762868154960138092528805636943947579|75922|17|4466|2018-06-09
91006458182|Sarah Lima|CX-201935426806518766679282005249454937737|105930|18|5885|2018-10-08
33891195245355|André Teixeira|CX-137531353423472928968134736635008183882|0|0|4523|2018-04-08
11290553382592|Rafaela Rodrigues|CX-134195624049925596268848577171280462191|169236|18|9402|2018-01-19
51636857671|Isis Carvalho|CX-150815889095561796217302245536588652071|31785|13|2445|2018-02-04
31953186360|Lorenzo Barros|CX-258019937497074841311144461371755111648|101724|14|7266|2018-04-08
55589327642835|Daniel Santos|CX-321353904926226274896389661257458271380|97550|10|9755|2018-08-16
92757464353|Milena Pereira|CX-276874987589485179700013221205507828863|11355|5|2271|2018-07-16
95776887895860|Juan Dias|CX-209156595495950623990652067478315423126|77328|16|4833|2018-11-02
63927627725182|Srta. Stella da Rosa|CX-330451710840831850164775570036131572984|114864|12|9572|2018-08-12
59452694840|Laura Souza|CX-239060119796173871486050533593369707569|125112|13|9624|2018-08-04
69686111638|Dra. Bruna da Mota|CX-20584979098562565107263838237834523817|4293|9|477|2018-09-20
09559879743990|Luiz Henrique Melo|CX-211060125946242763460186228066179825327|13540|4|3385|2018-05-08
35992699716|Rafaela Porto|CX-270019337961053531836653160090425110539|40131|9|4459|2018-10-16
13724224800|Pedro Miguel Ramos|CX-205979907662532008417046789344115308578|85280|20|4264|2018-08-21
11650501174987|Maria Fernanda Nogueira|CX-78634651272813105426399038963234835891|60329|23|2623|2018-02-11
91421458640|Augusto Carvalho|CX-187662559652325025044608357436204223790|209000|22|9500|2018-10-22
33914771054|Laura das Neves|CX-111456204395648864262259883509674240215|1638|14|117|2018-02-16
28357835392|Dr. Bruno Cardoso,|CX-234671134941544851620504185626646971232|5806|1|5806|2018-06-21
79029074809|Leandro Gonçalves|CX-159318827754251792290491598652626630725|55233|19|2907|2018-01-13
68339581184934|Bernardo Ramos|CX-94021808186302890994866899942169766469|3224|8|403|2018-06-23
55047997051465|Guilherme Ferreira|CX-284555713212019909002905197110815528298|18949|7|2707|2018-12-24
60049711726205|Helena Souza|CX-89045748864107198847694238031576420578|17952|24|748|2018-11-03
10535195078151|Dr. Carlos Eduardo Nogueira|CX-210402403667733639888136476969019388581|59158|22|2689|2018-07-04
39879932609|Melissa FariasFernandes|CX-281073137951671523930448882717768992854|1824|6|304|2018-01-13
15799202686|Gabriel Oliveira|CX-331594258442336995990838859226011144186|74200|20|3710|2018-12-03
40003759100791|Marina Monteiro|CX-171948000729350137310598060788295195603|32155|5|6431|2018-11-19
95548613882835|Matheus da Paz|CX-278645012694655429036755735035475413996|45705|11|4155|2018-09-14
63972314526968|Carlos Eduardo Almeida|CX-69845872775064021068159486936522605536|23136|3|7712|2018-01-12
68730808537|Isadora Rocha|CX-305574508292970145328312224135043691733|8450|10|845|2018-06-15
41044491132|Luiz Gustavo Azevedo|CX-25426551956287502378820840025840242868|122590|13|9430|2018-04-07
28506207471600|Mirella Monteiro|CX-183188567222743273407637692129873592082|21203|13|1631|2018-10-04
51575051359890|Bruna Novaes|CX-199571184187177147134192477408382465031|20985|5|4197|2018-03-02
70527713900690|Calebe Moura|CX-55091255588425592576324528199724681145|0|0|5043|2018-02-06
12790895120|Dra. Daniela Monteiro|CX-51687708162814770635881633419509675498|185940|20|9297|2018-03-16
62107940624690|Lorenzo Freitas|CX-104560537649961768202974895499775456587|118131|13|9087|2018-04-25
18337672765|Srta. Evelyn Monteiro|CX-285055251858474181178949833102814970601|35514|6|5919|2018-07-18
53350151515721|Pedro Henrique Ribeiro|CX-221251940386860581961391368548535903268|62240|8|7780|2018-02-14
66514479725162|Alexia Azevedo|CX-197968945051699304707348429418206432114|28794|6|4799|2018-05-18
36748386640|Evelyn Freitas|CX-141370570918393862869872482635608692476|124085|13|9545|2018-01-24
85716119670350|Leandro Ribeiro|CX-156510655279440412064391250619108905053|25333|11|2303|2018-05-23
25661514158|Dra. Marcela Correia|CX-217932641433236963301964754883479400578|84682|13|6514|2018-03-21
89528848518206|Dra. Manuela Vieira|CX-252145888501650020093497639066492200364|17988|12|1499|2018-01-07
95675537180|Milena Martins|CX-330391349542589037288715386455263249719|125885|17|7405|2018-03-06
21119943561487|Dra. Milena Vieira|CX-67504086021960196530743118854343492046|67298|19|3542|2018-04-18
07668218386|Nicole Gonçalves|CX-40179684741133432276328727352496093731|187933|23|8171|2018-11-13
51200856015|Lucas Santos|CX-235889155740912191556824255334610068671|92208|24|3842|2018-12-14
42234870956384|Manuela Moraes|CX-57674455950249855892081453344271026715|9973|1|9973|2018-10-22
09718103334021|Daniel Teixeira|CX-182138191691025512670534830505883739428|155056|22|7048|2018-08-13
48692783722283|João Correia|CX-119479555038132068423551967384587137598|16646|14|1189|2018-03-22
18777612976808|Leonardo Santos|CX-300534703520482515950913902524030808339|64560|16|4035|2018-06-24
81745091101979|Sra. Brenda Moreira|CX-119001320130720457695254431684848205296|26964|18|1498|2018-12-01
03789601470934|Dr. Francisco Nunes|CX-255811847103424657435570734367916443066|77066|22|3503|2018-09-15
67185563607|Alícia Campos|CX-305263760898332034531200133861972436703|57780|10|5778|2018-05-02
44428955707|Cauê Campos|CX-269463833440490922142776665816831033449|16045|5|3209|2018-03-03
65855846350|Pietro Lima|CX-163308300889643257862766332834933023476|37455|11|3405|2018-09-13
05127869371440|Lucca Sales|CX-196108333924627721559794974757407590024|49472|16|3092|2018-05-06
80884375669831|João Vitor da Conceição|CX-135341642211464954924361787888492117689|113888|16|7118|2018-02-16
16466736113|Maria Alice Nascimento|CX-219908235835371496728213796897742400239|192050|23|8350|2018-01-06
44402023734|Ana Júlia Viana|CX-120645099945137755053470917801322305814|141894|18|7883|2018-10-11
24775723693|Enzo Gabriel Cunha|CX-269803374078545881025652912214418284870|86088|24|3587|2018-10-02
36390147902|Dr. Leandro Gonçalves|CX-306773034107905713143525372770456200566|3018|6|503|2018-04-15
93327895248105|Fernanda Alves|CX-317052209792253490527649875272141213790|65601|9|7289|2018-07-12
24893297307365|Dr. João Vitor Nascimento|CX-154812973192352151073991873753582276071|0|0|8473|2018-03-21
47744022904|Dra. Evelyn Nunes|CX-321943768988397765937668581152393497902|74520|18|4140|2018-03-12
48499068925928|Antônio Campos|CX-220585096751088508836449900355436835958|8688|6|1448|2018-06-23
87660114859|Isaac Teixeira|CX-94760949421871681285777454765349674834|137104|22|6232|2018-01-12
32857611137|Sr. Murilo Moura|CX-177342403975937251215936855603709544025|99204|14|7086|2018-01-07
56253245309|Maria Luiza Viana|CX-206388884846101209941761883626636019191|100989|21|4809|2018-03-11
27755107795|Sr. Leonardo Dias|CX-313157292857041275203488634495315245188|88100|10|8810|2018-05-09
85249418554|Marina Barros|CX-281648216050025109238554874753884591980|9882|2|4941|2018-06-23
23000152621119|Mariana Silveira|CX-38118359826766346231268893341866369122|70035|21|3335|2018-10-11
33770945719|Isaac da Conceição|CX-317978280691060870553969196027952178064|78678|9|8742|2018-01-16
93097844035998|Ana Júlia das Neves|CX-264493766677522067336604441151060511196|142780|22|6490|2018-09-21
46363412285|Felipe Nogueira|CX-126529180531348289435531409195440798894|11951|17|703|2018-01-24
75813242147|Maysa Martins|CX-116721223094638005869522480927837360624|18760|4|4690|2018-11-03
38504211820794|Dr. Davi Moura|CX-245555816076161989971127427283647767011|5652|3|1884|2018-05-05
51626426153774|Gustavo da Rocha|CX-189359686067106602036935048253899730277|38712|6|6452|2018-12-21
58954939635|Fernanda Moreira|CX-331016369845165203178586294168451480509|71430|10|7143|2018-05-23
56904465276208|Igor Moura|CX-124940061991784151942908937966241937284|86510|10|8651|2018-07-19
15000535909006|Davi Lucas Duarte|CX-179483386990695058611773864321909815427|166341|21|7921|2018-09-05
05557067299|Catarina Peixoto|CX-138521768680551344709222039947101175672|4425|3|1475|2018-11-15
21638647747|Stephany Mendes|CX-137784874645759259035394953949086229818|2584|8|323|2018-10-25
91418476491830|Noah Viana|CX-243304411522908412699821327629629658777|3440|20|172|2018-08-19
17818154447419|Yuri Moura|CX-165875169423391564175250538461104836008|19809|3|6603|2018-08-16
26615655071|Sarah Alves|CX-138856067737520964066947913462133166639|200244|22|9102|2018-07-24
93854410948|Valentina da Rosa|CX-248393863841902507236593853088089078443|3849|3|1283|2018-02-12
70621847801|Dr. João Felipe Gomes|CX-57284250828820819107727076959186579023|52010|10|5201|2018-10-14
58532862731603|Luiz Miguel Campos|CX-130890864348513039339160384275176985416|63014|14|4501|2018-09-04
12518006885|Alexandre Costa|CX-28636922525967367595853314038188299291|129495|15|8633|2018-03-01
70884110152836|Vicente Duarte|CX-127942127393745928142407007015741761075|9384|8|1173|2018-09-15
75916014478105|Brenda Moraes|CX-269222513755061019772245603785280046163|199958|22|9089|2018-07-14
65784535471|Maria Sophia da Rocha|CX-54656007977701481410890060209820447088|110880|12|9240|2018-02-02
22843999142717|Caio Monteiro|CX-294432906290899334454445722169928747074|107640|20|5382|2018-11-12
23524766749|Raul Jesus|CX-133049339781522000922626017902337411607|0|0|8030|2018-06-10
75773257486657|Evelyn Caldeira|CX-36978412677903994140593648118080802298|57358|7|8194|2018-05-23
93149260108|Ana Júlia Porto|CX-252534891671437619519099505900877452786|31304|7|4472|2018-02-16
06821448391917|Sr. Rodrigo Aragão|CX-28516308124007367066305642336317436496|79730|14|5695|2018-09-24
29041366646023|Sr. Theo da Paz|CX-307154140843277564981178896653116102323|67834|13|5218|2018-06-19
27392349295|Maria Julia Lopes|CX-8133549296860488712791018393335914124|33271|7|4753|2018-03-07
51115272412956|Sr. Matheus Nogueira|CX-21425450420845259725426065116993408740|5601|3|1867|2018-04-07
01987989627|Juan Pires|CX-286438171041019338635858941913130182583|2442|3|814|2018-04-01
56934443443952|Vitória Moraes|CX-2182057981312487897361441115152184158|74241|9|8249|2018-02-06
20635635356|Gustavo Henrique Freitas|CX-329562651570416642598442838472280309184|171255|21|8155|2018-08-14
90351293000|Srta. Eduarda Silveira|CX-113624711576084032390166547134464044918|5754|1|5754|2018-04-14
44922933298|Sr. Carlos Eduardo Teixeira|CX-148572253479710116407055328293757126014|110222|14|7873|2018-11-12
40270798250|Helena Rezende|CX-172024282138729655890688820451877273996|5055|3|1685|2018-06-08
61973237990968|Sra. Larissa da Costa|CX-247780864314214168395784041821499028572|4968|2|2484|2018-04-02
57225220152|Kamilly Cardoso,|CX-221638437144325985587922119500812073824|2448|24|102|2018-08-23
93285526598254|Augusto Cunha|CX-53019608255734773269108118667945446538|117280|20|5864|2018-08-18
61031233877803|Stella Ferreira|CX-227416617406381644579206829134166052716|20208|16|1263|2018-09-01
48168402650|Luana Rezende|CX-201728444674919242419758669118441509961|12690|18|705|2018-12-13
42242651501|Maria Vitória Caldeira|CX-98158186199538367831915788322325388431|59292|9|6588|2018-08-17
73026849871|Leonardo da Rocha|CX-297061424475000987564363840322728657070|61590|15|4106|2018-07-25
88932343732233|Maria Alice Silveira|CX-96963047588441307341784774406064837660|19240|8|2405|2018-08-13
02939134936977|Sarah Silva|CX-222344685073608217498956950704415000713|20111|13|1547|2018-06-23
08622214856600|Sabrina Ribeiro|CX-262236548557196130014245650020299996504|4730|11|430|2018-03-16
70048313297|Ana Clara Oliveira|CX-307452995936794620989375579725067635352|128832|16|8052|2018-12-01
89068527328647|Srta. Caroline Santos|CX-321799237708252068606863552077920673995|83444|23|3628|2018-12-21
73456809705906|Caroline FariasFernandes|CX-75267997059128390363518895522591746118|1122|11|102|2018-09-05
05747185837156|Vitória Fogaça|CX-262577627021083513033602214321769897509|22881|3|7627|2018-06-25
45986549869611|Luana Fogaça|CX-296947813349477919994943380731084031794|14470|2|7235|2018-07-23
04674700897210|Luiz Miguel Freitas|CX-316743834677634088571226400659070179541|136608|16|8538|2018-04-14
62989608800|Mariane da Paz|CX-254937649716410086824855347885030617444|98512|16|6157|2018-07-14
23091080788539|Marcelo Lima|CX-160474557311340100959518167955913777878|76602|17|4506|2018-11-05
33019764360044|Anthony Almeida|CX-1914353724110943259933919047255578064|5530|5|1106|2018-05-16
53310064263|Gustavo Henrique Novaes|CX-301524486215280044090988709644216758525|92429|17|5437|2018-12-06
53738870725|Srta. Stephany Novaes|CX-158656752721059556094769151286129607614|19530|10|1953|2018-11-16
00328970392523|Maysa Pereira|CX-162365689201450432488746428719059777510|2196|3|732|2018-09-09
70407480095633|Maitê Lima|CX-177723198454030557943748391017148866349|3013|23|131|2018-11-06
38485915020|Gabrielly Jesus|CX-135350293069151188036255586563353391364|163254|23|7098|2018-05-01
14544488883512|Gabriela Monteiro|CX-312931793108017566907918382920095209610|113544|24|4731|2018-07-01
34506140273120|Milena Viana|CX-337719818223064057974993708456609572022|68208|21|3248|2018-07-12
35228981926|Srta. Nina Cavalcanti|CX-260540175257752954369688372371618558709|53955|11|4905|2018-07-25
15537716720|Murilo Novaes|CX-4017718726184753480402072282665974846|185420|20|9271|2018-10-18
95403186450|Fernando da Mota|CX-233606352203531189960390925709296016819|74522|14|5323|2018-01-01
49466875990|Marina Porto|CX-84508808883946105087887566527753900145|118244|14|8446|2018-07-11
53820027386|João Guilherme Monteiro|CX-291746755462049274635306679365510171457|0|0|961|2018-02-17
19828166292073|Diogo Rezende|CX-327135315186367530345185514846696452401|5034|3|1678|2018-12-11
72192795319|Maria Clara Gomes|CX-270991661114586673804819665543276653951|6378|2|3189|2018-05-15
41612307984899|Daniel da Luz|CX-20715439252215087763573055544826352610|26820|3|8940|2018-04-10
95476131128209|Kevin Barros|CX-132955728294215762943650487438964458479|85760|20|4288|2018-03-21
27208201803|Alice Castro|CX-307464196701343979463881989520386782992|23765|5|4753|2018-03-15
76894110026|Cecília da Costa|CX-21473184816999803328979900782413656108|1935|9|215|2018-07-23
64124251880292|Cecília Correia|CX-64976111269596213338997150909763480752|3404|2|1702|2018-10-21
53264047731093|Enzo Novaes|CX-219656482177242035165414800684401318194|64010|10|6401|2018-12-20
39414217193|Sra. Joana Nogueira|CX-108439611443425819032463800206798932811|229464|24|9561|2018-12-14
42375889479|Sra. Stephany da Rosa|CX-50018026225801964006157888195131554833|0|0|9716|2018-04-22
28194495122421|Maria Julia da Paz|CX-236059619464509114462695946177864854055|162206|22|7373|2018-08-20
07323081637566|Noah Cardoso,|CX-299114952241198642572037548114247267355|99658|13|7666|2018-11-13
61322481105|Maitê Oliveira|CX-311142760125484790712898738444403154036|8080|20|404|2018-07-24
81123919063257|Dra. Ana Júlia Pinto|CX-194389001643609351644355864366762727508|55280|16|3455|2018-10-05
00284865524|Ana Monteiro|CX-70720039669364386606152000126711306639|28014|3|9338|2018-06-13
28033233702|Sra. Emanuelly Campos|CX-233185188982504115218271458834691289688|108645|15|7243|2018-07-06
36046164761|Sra. Maitê da Luz|CX-12066138932154216158566998452039688210|24672|24|1028|2018-07-18
35448124740317|Dra. Gabrielly Gomes|CX-109225372094980429919605992496899970831|25365|15|1691|2018-12-07
11149637282123|Emanuella Almeida|CX-176807646761264697730160214097788661086|16378|19|862|2018-05-19
94319103278950|Melissa Moreira|CX-203166606140995411205488341162087104658|2746|2|1373|2018-10-05
92256495094|Raul Lima|CX-333362485818412258147199413569279004477|66704|22|3032|2018-10-09
02310099848|Murilo Cavalcanti|CX-76789705571016784616278860754853337786|115375|13|8875|2018-12-18
01031660330|Vitor Hugo Costa|CX-228882077802188822302345682875087116013|85113|9|9457|2018-02-21
38248083233|Luiz Otávio Souza|CX-22673394714981848243409018648325839976|42864|12|3572|2018-04-22
70327643672810|Sr. Joaquim Aragão|CX-231380760970970761714443546654558953006|25650|3|8550|2018-01-16
90377632511|Lucca da Rocha|CX-167088741148412701327591248931914704813|2151|9|239|2018-07-16
74359548532|Ana Sophia Novaes|CX-326245213559652002059258557061016894982|9414|6|1569|2018-10-08
32204052582|Ana Barros|CX-26153349410613086440669765374248489733|20774|17|1222|2018-06-25
57615841962496|Davi Luiz da Conceição|CX-190835906138210751318008748976316701887|22418|11|2038|2018-07-17
82607842700|Lara Pires|CX-113753738856048438714429410492517922123|49984|22|2272|2018-06-06
73828410646465|Maitê Lima|CX-299664683522146450676310873341291894463|111456|12|9288|2018-12-01
49523074920|Laura Costa|CX-68436170564615674810234059641622948854|28014|21|1334|2018-02-21
67360103307298|Lorenzo Alves|CX-2163800351894174849680445340682200809|25984|4|6496|2018-11-25
00083946101|Sr. Theo Melo|CX-314326034995075851090906850764590741726|156860|22|7130|2018-08-13
40385585764|Davi Luiz Dias|CX-146344183188138926125284259369139921285|162360|20|8118|2018-07-03
43456355754601|Ana Beatriz Costa|CX-157192290617434789076763736553472324359|1605|3|535|2018-08-16
19050603513|Dra. Bianca Alves|CX-102286732695025836998057464138376367046|203136|24|8464|2018-02-19
03758277904075|Danilo Ferreira|CX-308778345235194316578772692784353392824|219626|22|9983|2018-12-22
90171152113009|Benjamin Moreira|CX-335291032159630796845753739756814473934|28104|4|7026|2018-11-02
78521394820428|Arthur Cardoso|CX-20412976376696517896418930772420846995|82992|16|5187|2018-05-11
37554704350109|Srta. Maria Sophia Vieira|CX-213955880581059574843557611475773609168|171996|22|7818|2018-01-18
35611289532927|Dr. Anthony Peixoto|CX-276218591499607982340533979828076829998|81816|12|6818|2018-10-03
20194306443809|Juliana Sales|CX-3699101838079110717611106700135729626|4462|23|194|2018-10-13
74798666720850|Lucas Freitas|CX-35349599336147102383394464187265386491|148968|18|8276|2018-10-10
56097948536673|Vitor Hugo Costa|CX-173521760019788724374262183193201365351|12960|5|2592|2018-10-17
19282934845|Maria Clara Gonçalves|CX-220377843801214752841151579579968429911|25710|5|5142|2018-12-02
59124552038|Sr. Carlos Eduardo Pires|CX-47119705589062810988831082037153153352|15580|19|820|2018-07-16
75254595175|Yago Correia|CX-15354313871108854434453844188777224305|36223|11|3293|2018-12-17
14488865200080|Arthur Rezende|CX-320276237536044517408544635077935917833|95436|11|8676|2018-12-18
89704011470634|Mariana Araújo|CX-87120217911278136495179702758231311083|131994|18|7333|2018-06-24
24474381068099|Lara Fogaça|CX-29963787510446959993576805685743456102|91530|10|9153|2018-08-19
70715591800|Manuela Porto|CX-89828362173760355257760318804386874527|110160|12|9180|2018-04-11
37306396214681|Benjamin Azevedo|CX-31895000790451907843683587023340855840|108604|19|5716|2018-07-25
60375329668|Luiz Miguel Vieira|CX-105002704033811271760861013869009910993|12882|2|6441|2018-12-16
07007575897|Srta. Joana da Cunha|CX-209041583899984490214601334890745230007|43277|13|3329|2018-07-04
39247273935463|Melissa Viana|CX-163052196162077035868436522423081422791|115245|13|8865|2018-05-10
74281200564814|Elisa Melo|CX-301712861713599674131368316032002263747|102630|15|6842|2018-04-22
06392737189|Davi Castro|CX-291289040661834778906636639874008224643|78375|19|4125|2018-03-16
58546546880254|Maria Clara Viana|CX-236680250078028399206015342361266856730|139740|17|8220|2018-07-18
07830467978124|Vitor Freitas|CX-12442460146075365695078384056428506195|108620|20|5431|2018-01-03
16073269498|Srta. Isabel Jesus|CX-61029149724013905126470567215290457884|2940|5|588|2018-02-06
59880033148105|Bernardo da Cruz|CX-276937741246417223606577807990967603336|8797|19|463|2018-08-10
23476468186|Srta. Yasmin Correia|CX-555569502370096188704288808109321669|0|0|4760|2018-04-18
61641298159560|Fernando Barbosa|CX-37029970046277769405850150231160601082|29680|10|2968|2018-11-15
97652503854042|Maria Cecília Caldeira|CX-218866673120655733271999002129600691680|168742|17|9926|2018-11-09
60592114961|Igor Dias|CX-170074097294724337581126815129190099525|112464|24|4686|2018-06-05
73374324100|Ana Lívia Costela|CX-229359569323137280952684669985198578252|5112|2|2556|2018-08-22
19301266093605|Sr. Daniel Duarte|CX-117136470814973065272315577320654801429|105230|17|6190|2018-06-22
47098708534|Beatriz Vieira|CX-283733137083677234622938791740570033126|8170|1|8170|2018-06-03
26730909727374|André da Costa|CX-305515875983221846344044445896400176458|169182|18|9399|2018-05-02
59224519520|Maria Alice Correia|CX-111368194990959986175345869964141565659|141702|22|6441|2018-03-21
31379838434080|Sr. Bruno Novaes|CX-120740399726400386922421504395433713113|11655|9|1295|2018-11-05
09526494970|Gabriela Souza|CX-276376957615907193012246461761279194400|4522|7|646|2018-12-15
86893632244445|Leonardo Pires|CX-324869819989891530592117663777675132258|34780|10|3478|2018-10-07
16840539199|Marcelo Barbosa|CX-235081711826225223264303402848230046164|62460|18|3470|2018-10-05
26210408885|Luiza Rezende|CX-58141860655201375157301054772721547718|221400|24|9225|2018-07-22
00777961954|Gabriela Cavalcanti|CX-100971001060486042664204866228443324895|207648|24|8652|2018-05-21
16319800178|Helena Lopes|CX-70328166848947920714255448705290911933|23044|14|1646|2018-02-16
26421400070537|Alexandre da Cruz|CX-190131283063569228470736903064006392235|171760|20|8588|2018-07-08
66737896422783|Davi Luiz Martins|CX-333298257729476554100978684808121023123|54075|15|3605|2018-11-11
02938875274|Maria Castro|CX-46409046400777852479426892252674690090|56770|14|4055|2018-06-07
56412097880811|Luna Rocha|CX-232293135240213741617322440300173468043|20292|4|5073|2018-07-21
40070757356|Srta. Ana Julia Costela|CX-159031619388747710948238582849615715980|20840|10|2084|2018-10-12
68237530306|Nina da Mota|CX-323717005567357032894886019829878678307|80368|16|5023|2018-12-17
53906159566|Yasmin Souza|CX-271910770043345882985136071802446703751|144755|17|8515|2018-05-01
99766742103|Davi Duarte|CX-143268850625661980097740107594455121621|23330|5|4666|2018-07-21
25981977477|Vinicius Martins|CX-154449287443066400985512475775458029076|57144|24|2381|2018-11-13
84378964368|André Fogaça|CX-69560472705587791134215378775037359666|16812|18|934|2018-06-24
26962704143|Giovanna Porto|CX-286257663803102856898873042913906526494|8634|2|4317|2018-12-07
75625765219|Lorena Rocha|CX-151805722612475273917151482943124042354|30320|8|3790|2018-05-23
35453408885456|Pedro Miguel Porto|CX-93100700436161865356876319806415474533|102969|17|6057|2018-08-12
42722352818|Fernanda Nogueira|CX-236789685188217405512819983558436863014|172339|23|7493|2018-12-20
03965896008|Raul Ferreira|CX-166630023089887460587183190873901935930|25110|9|2790|2018-03-17
90286855291|João Pedro Ribeiro|CX-156608982071573450704029276039117357167|0|0|916|2018-03-24
23781122561860|Ana Julia Ramos|CX-15017295066989954017713423231878725636|91998|19|4842|2018-06-02
69338556433|João Gabriel da Conceição|CX-235960501905115479721161188014262589478|171760|20|8588|2018-10-23
71390039735909|Theo Aragão|CX-165268979492779670676345782198866052012|83523|11|7593|2018-07-05
24418697421103|Dr. Thiago da Luz|CX-332121702291787726210537327050224645138|27730|5|5546|2018-09-04
50306055868100|Larissa Fogaça|CX-237607450515606108926650688792760340822|110586|21|5266|2018-10-09
37495613384621|Srta. Helena Rezende|CX-214291190912742696531760841554683707464|220432|23|9584|2018-04-24
45144073667378|André Sales|CX-93274702975749633378831609844399662271|154546|19|8134|2018-05-20
32350443531|Enzo Gabriel Barbosa|CX-80129733187985240425845863311496095603|4770|10|477|2018-11-09
34363111443418|Camila Pereira|CX-70326374195479660828393779551370515496|10575|9|1175|2018-06-23
33388455982042|Kaique Oliveira|CX-39760735828399066044359633398930749993|52020|10|5202|2018-02-13
81688681292400|Gustavo Henrique Sales|CX-86524350034443171731109780091180326742|170406|18|9467|2018-04-24
98902277412216|Gabriel Souza|CX-41984868478205462203967292579269708781|134786|19|7094|2018-08-15
87910256462916|Erick da Mata|CX-269536659157079083662577918604188755659|30012|4|7503|2018-01-10
28295131828454|Matheus Monteiro|CX-254737811622102183741447439986689577451|222216|24|9259|2018-09-04
97710106251547|Raul Dias|CX-97805194779765101905388761792802405470|25284|7|3612|2018-12-15
42596951850410|Dr. Rafael Pinto|CX-236714986337600915051302462680374605435|91440|24|3810|2018-09-09
00269559035|Dr. Noah Ramos|CX-38764469013550156938932916544314118200|0|0|8450|2018-10-18
99816887460|Renan Azevedo|CX-329930991315265889702782551854501042598|93630|15|6242|2018-05-17
66366858410160|Alexia Moura|CX-139391703991780445815104532115787217380|13720|4|3430|2018-03-18
16034869810865|Samuel Cavalcanti|CX-265149850797668482105084728171754982181|170434|22|7747|2018-05-09
09353869048|Juan Araújo|CX-1367342026674714699090846918568286776|119256|24|4969|2018-07-25
08861032150|Srta. Alice Campos|CX-98041766158298800111738138711624774512|18020|20|901|2018-06-02
84517610543|João Pedro da Cruz|CX-297098748895349426903081696426390402685|4455|1|4455|2018-07-25
08421392492|Heloísa Santos|CX-263572876478351477899860620252936870208|29673|21|1413|2018-08-24
18968794545216|Luiz Gustavo Teixeira|CX-12808737480955017390941012773693935963|75600|8|9450|2018-11-02
28190498010931|Gustavo Henrique Moraes|CX-211336464259590743790394205981828459785|9713|11|883|2018-11-20
83181642614|Cauê Peixoto|CX-324138707285744004884376319708605262073|1834|7|262|2018-12-17
79546289768730|Fernando Cunha|CX-25739760031876147732787741935541695265|86400|10|8640|2018-10-10
13166152386890|Camila Almeida|CX-276583589932337449005191415246243905951|37770|10|3777|2018-09-09
73970019460216|Guilherme da Cunha|CX-331595302466861823064805186106045392030|21573|3|7191|2018-01-17
52328723896|Leandro Melo|CX-95983105061420333121619424964012415931|20128|8|2516|2018-07-02
99671693817116|Ian Moura|CX-36927128199887703837690241716511713214|224756|23|9772|2018-08-02
49884704740|Erick Melo|CX-308426380365918147098456629627903739743|72432|24|3018|2018-08-17
34053034434|Sr. Francisco Castro|CX-132527270697790522155850337405840351910|34640|16|2165|2018-11-25
95814605134161|Enzo Gabriel Teixeira|CX-131679402234612526545952562365657346868|135525|15|9035|2018-09-25
45200668945395|Isabel Moreira|CX-198281356502659680477212253732592262015|158769|23|6903|2018-12-23
92432960785|Maria Cecília Castro|CX-23325278857327453114752895195283867375|0|0|2847|2018-09-11
23505448455674|Igor da Paz|CX-93583612122416291947562376061849249212|3361|1|3361|2018-10-07
23360026390|Otávio das Neves|CX-12627732662365376773507996023506863082|170170|22|7735|2018-12-23
18800671053484|Francisco Vieira|CX-324494122609369206849605563082395757142|154296|18|8572|2018-06-25
40528417436|Kamilly Oliveira|CX-72855877527170553327152671480289960359|28062|9|3118|2018-02-06
03042217479920|Alícia Nunes|CX-17915290259365514490717243399466267586|5346|22|243|2018-03-16
53797919705401|Luiz Fernando Silva|CX-288164988314501315109270207711865278206|40950|9|4550|2018-08-22
05275439938|Bruno da Rocha|CX-83417624082184140214761447665895638178|85371|11|7761|2018-05-15
68816880830|Alice Viana|CX-133154551121328928452495083212285438705|94536|13|7272|2018-03-07
81187007888272|Dr. Carlos Eduardo Monteiro|CX-128142078394453665611139407427303073949|80580|15|5372|2018-06-11
12468920820182|Raquel Dias|CX-29479081916591801525214570759569508758|8144|1|8144|2018-12-16
01747084670|Levi das Neves|CX-162593564522371227949882457875270944032|56892|11|5172|2018-11-06
82656184303940|Srta. Maria Freitas|CX-1330273152594850879244798656184153232|170136|24|7089|2018-01-01
17145148897|Sr. Noah Correia|CX-14504324270358985488855188396418402808|9694|2|4847|2018-09-22
76206376052|Srta. Maysa FariasFernandes|CX-79636181021247445552794981709084368603|111520|20|5576|2018-11-21
34418771473013|Sra. Emanuelly Novaes|CX-285352595780604908513845893105823209687|101088|13|7776|2018-01-20
74979102212|Joaquim da Rocha|CX-332978272830986103270041848800186495608|58872|11|5352|2018-08-23
57352501691122|Vitor Gabriel Dias|CX-44431491476958671349659186012967514512|130802|14|9343|2018-03-17
72597330559|Alice Gomes|CX-77739868373243505140632958809167164333|0|0|8097|2018-05-20
